Site_id	PPT	Gini	GDD
18BDF01	730.515	0.783103463654926	2094.78833333333
18BDF03	728.003333333333	0.78449348586175	2097.09916666667
18BDF05	748.99	0.770542703568817	2213.63333333333
18BDF07	757.646666666667	0.768724997334417	2204.10666666667
18BDF12	720.523333333333	0.784667141524753	2085.96666666667
18BET18	674.668333333333	0.786081264143664	2096.36666666667
18CHP01	697.506666666667	0.753333186334314	1392.67833333333
18CHP04	846.825	0.745391259774468	1393.56666666667
18CHP08	873.328333333333	0.749949474542195	1480.65166666667
18CHP14	678.341666666667	0.748631971890081	1365.84083333333
18CHP16	623.733333333333	0.755659010243178	1379.39916666667
18CHP22	902.093333333333	0.750761048188259	1442.17583333333
18DLS01	573.128333333333	0.797351575753411	1725.80416666667
18DLS04	541.206666666667	0.792274901796916	1629.01666666667
18DLS06	573.235	0.796668956468156	1720.74833333333
18DLS10	565.181666666667	0.785064363470115	1653.02416666667
18DLS11	565.181666666667	0.785064363470115	1653.02416666667
18DLS15	573.235	0.796668956468156	1720.74833333333
18DSU03	800.275	0.757377575609115	1854.85583333333
18DSU06	706.73	0.782927557850774	2082.12416666667
18DSU08	696.078333333333	0.783457769014929	2104.60833333333
18DSU09	700.811666666667	0.782760944273433	2019.785
18DSU21	715.991666666667	0.781353859717517	2080.36
18GEB02	752.426666666667	0.754252703823736	1884.8475
18GEB04	760.326666666667	0.75301586266312	1876.06666666667
18GEB08	769.801666666667	0.751377167680653	1876.41333333333
18GEB14	799.536666666667	0.757679413842195	1727.19083333333
18GEB30	752.426666666667	0.754252703823736	1884.8475
18GEB31	747.398333333333	0.755612424171908	1893.17833333333
18GUR05	567.963333333333	0.78442448756748	1670.29833333333
18GUR06	581.895	0.779506686700126	1654.8225
18GUR07	587.861666666667	0.776663334891287	1668.09333333333
18GUR10	599.608333333333	0.770061346725797	1680.565
18GUR20	594.698333333333	0.771592829012032	1684.58
18GUR22	597.518333333333	0.773576287023565	1660.44083333333
18KRK03	772.515	0.76617955208668	1857.92166666667
18KRK04	770.35	0.765737481582122	1862.57416666667
18KRK06	744.546666666667	0.770276901152214	1842.89583333333
18KRK10	745.971666666667	0.770415297601057	1857.12
18KRK12	589.903333333333	0.793610399163392	1692.45416666667
18KRK13	597.97	0.790294354803298	1718.95083333333
18LED01	815.341666666667	0.758930646495853	1635.075
18LED07	817.473333333333	0.761759797878243	1722.675
18LED09	812.155	0.760147376969068	1771.6675
18LED11	824.298333333333	0.758849758597436	1738.74083333333
18LED14	805.641666666667	0.761857818530833	1808.66
18LED16	817.473333333333	0.761759797878243	1722.675
18LPC03	763.215	0.767097995543271	1866.6825
18LPC05	743.76	0.76604475977655	1801.99666666667
18LPC06	757.733333333333	0.767339570952017	1862.2725
18LPC08	655.66	0.783995901666604	1812.40666666667
18LPC17	771.08	0.766605592333623	1874.21583333333
18LPC30	771.653333333333	0.766634670859591	1870.66
18LVD01	667.67	0.789899636362769	2065.5625
18LVD07	808.768333333333	0.755498063189235	1862.18666666667
18LVD09	799.063333333333	0.761261392347325	1900.89666666667
18LVD23	733.996666666667	0.786500415751184	2151.73833333333
18LVD60	736.48	0.786001444854052	2135.1325
18MWO02	809.916666666667	0.75995641794561	1823.96833333333
18MWO03	809.916666666667	0.75995641794561	1823.96833333333
18MWO07	821.28	0.756784436755032	1832.33083333333
18MWO08	820.043333333333	0.757404742355973	1838.3375
18MWO13	819.48	0.758693316594474	1834.04333333333
18MWO21	817.928333333333	0.760697532339059	1852.15666666667
18PML02	590.723333333333	0.777111552185962	1473.37583333333
18PML03	588.726666666667	0.778417251037642	1456.87916666667
18PML05	594.113333333333	0.779481819860905	1449.66583333333
18PML06	594.103333333333	0.778703350951569	1451.16083333333
18PML07	594.103333333333	0.778703350951569	1451.16083333333
18PML22	602.891666666667	0.774008529218899	1450.05166666667
18PVD03	727.785	0.80281607026592	2189.25583333333
18PVD04	722.275	0.800306004089566	2190.08166666667
18PVD17	715.051666666667	0.806362918793874	2208.1525
18PVD19	717.933333333333	0.803116375451672	2197.46916666667
18PVD20	712.798333333333	0.801525035355122	2215.20416666667
18PVD23	710.321666666667	0.787950788529908	2136.49666666667
18RDU01	698.785	0.788661327824272	2084.28333333333
18RDU03	712.14	0.786121405518576	2025.075
18RDU07	704.153333333333	0.792483732971998	2111.67333333333
18RDU10	760.368333333333	0.799211858382758	2120.23416666667
18RDU17	726.228333333333	0.797723730426169	2140.48
18RDU20	717.923333333333	0.799541050374226	2163.24333333333
18SAB10	691.163333333333	0.799349825200667	2231.53583333333
18SAB14	698.341666666667	0.794268505328516	2212.78583333333
18SAB15	701.61	0.78782715724037	2210.91833333333
18SAB19	722.678333333333	0.795673016293543	2236.25166666667
18SAB22	717.046666666667	0.79742923133353	2233.86916666667
18SAB25	722.935	0.795380567346987	2232.99583333333
18SSL10	723.145	0.804744476730391	2192.84916666667
18SSL11	723.145	0.804744476730391	2192.84916666667
18SSL12	726.725	0.792835043799279	2231.26333333333
18SSL21	731.075	0.806540538438845	2203.72333333333
18SSL24	721.378333333333	0.794417579535944	2222.0725
18SSL27	722.221666666667	0.794506216291901	2236.6025
18STE01	811.296666666667	0.761535477386834	1766.02666666667
18STE03	832.008333333333	0.759483698288242	1821.76083333333
18STE04	821.248333333333	0.759580829820393	1685.17166666667
18STE05	821.248333333333	0.759580829820393	1685.17166666667
18STE10	821.373333333333	0.756252726283071	1760.1525
18STE25	821.373333333333	0.756252726283071	1760.1525
18SUB01	728.46	0.811635525606921	2217.88083333333
18SUB06	716.255	0.800987770820745	2230.89833333333
18SUB08	721.65	0.794077022103125	2220.335
18SUB10	709.365	0.803630840536058	2224.59666666667
18SUB13	725.151666666667	0.793188939003826	2233.9225
18SUB15	726.913333333333	0.792286818837025	2228.93166666667
19ORS03	776.285	0.7688451051886	1843.38166666667
19ORS04	786.935	0.76654274136785	1808.0725
19ORS05	811.9	0.759627959320049	1835.215
19ORS08	790.201666666667	0.762516252369121	1857.29
19ORS09	790.201666666667	0.762516252369121	1857.29
19ORS15	793.018333333333	0.764392323492233	1814.815
19UPD01	801.24	0.803028123741715	2113.72666666667
19UPD02	794.663333333333	0.803978794282602	2133.61583333333
19UPD04	794.663333333333	0.803978794282602	2133.61583333333
19UPD08	765.766666666667	0.805944080649414	2190.08916666667
19UPD20	778.361666666667	0.803471926200915	2179.92166666667
19UPD21	794.663333333333	0.803978794282602	2133.61583333333
